"","Altura","Estado"
"2634","1.391","C"
"2635","1.283","C"
"2636","0.539","C"
"2637","1.847","C"
"2638","1.725","C"
"2639","1.597","C"
"2640","0.871","C"
"2641","2.052","C"
"2642","1.869","C"
"2643","1.674","C"
"2644","1.101","C"
"2645","1.402","C"
"2646","1.57","C"
"2647","1.204","C"
"2648","1.492","C"
"2649","1.744","C"
"2650","1.481","C"
"2651","1.278","C"
"2652","2.179","C"
"2653","1.232","C"
"2654","1.32","C"
"2655","1.861","C"
"2656","1.244","C"
"2657","2.059","C"
"2658","1.698","C"
"2659","1.076","C"
"2660","1.673","C"
"2661","1.789","C"
"2662","1.354","C"
"2663","1.933","C"
"2664","1.435","C"
"2665","1.034","C"
"2666","1.062","C"
"2667","2.013","C"
"2668","1.298","C"
"2669","1.669","C"
"2670","2.186","C"
"2671","1.947","C"
"2672","1.814","C"
"2673","1.309","C"
"2674","1.272","C"
"2675","1.847","C"
"2676","1.014","C"
"2677","1.723","C"
"2678","1.632","C"
"2679","1.908","C"
"2680","1.128","C"
"2681","1.566","C"
"2682","1.944","C"
"2683","1.345","C"
"2684","2.339","C"
"2685","1.84","C"
"2686","2.387","C"
"2687","1.899","C"
"2688","2.255","C"
"2689","0.935","C"
"2690","1.413","C"
"2691","2.18","C"
"2692","1.995","C"
"2693","1.76","C"
"2694","1.736","C"
"2695","0.85","C"
"2696","1.632","C"
"2697","1.866","C"
"2698","1.427","C"
"2699","2.008","C"
"2700","1.547","C"
"2701","1.621","C"
"2702","1.291","C"
"2703","1.774","C"
"2704","1.588","C"
"2705","1.972","C"
"2706","1.651","C"
"2707","1.756","C"
"2708","1.923","C"
"2709","1.42","C"
"2710","2.307","C"
"2711","1.888","C"
"2712","1.588","C"
"2713","2.488","C"
"2714","1.972","C"
"2715","1.876","C"
"2716","1.888","C"
"2717","1.73","C"
"2718","1.952","C"
"2719","1.406","C"
"2720","2.316","C"
"2721","2.141","C"
"2722","1.98","C"
"2723","1.512","C"
"2724","1.944","C"
"2725","1.238","C"
"2726","1.748","C"
"2727","1.852","C"
"2728","1.207","C"
"2729","1.766","C"
"2730","0.729","C"
"2731","1.349","C"
"2732","1.77","C"
"2733","0.996","C"
"2734","1.476","C"
"2735","2.135","C"
"2736","1.714","C"
"2737","1.791","C"
"2738","1.444","C"
"2739","2.391","C"
"2740","2.168","C"
"2741","1.741","C"
"2742","2.014","C"
"2743","2.315","C"
"2744","1.646","C"
"2745","1.516","C"
"2746","1.534","C"
"2747","1.573","C"
"2748","2.494","C"
"2749","2.012","C"
"2750","1.567","C"
"2751","2.3","C"
"2752","2.445","C"
"2753","1.126","C"
"2754","1.774","C"
"2755","1.398","C"
"2756","1.451","C"
"2757","1.121","C"
"2758","1.881","C"
"2759","1.073","C"
"2760","1.321","C"
"2761","1.751","C"
"2762","1.634","C"
"2763","2.03","C"
"2764","2.439","C"
"2765","2.018","C"
"2766","1.72","C"
"2767","1.646","C"
"2768","2.006","C"
"2769","1.663","C"
"2770","1.957","C"
"2771","2.391","C"
"2772","1.44","C"
"2773","1.634","C"
"2774","1.366","C"
"2775","1.863","C"
"2776","1.919","C"
"2777","2.052","C"
"2778","2.437","C"
"2779","2.407","C"
"2780","1.529","C"
"2781","1.558","C"
"2782","1.633","C"
"2783","1.477","C"
"2784","1.454","C"
"2785","1.926","C"
"2786","1.518","C"
"2787","1.549","C"
"2788","2.369","C"
"2789","2.167","C"
"2790","1.716","C"
"2791","2.015","C"
"2792","1.141","C"
"2793","1.48","C"
"2794","2.127","C"
"2795","1.444","C"
"2796","1.414","C"
"2797","1.765","C"
"2798","1.608","C"
"2799","1.667","C"
"2800","1.801","C"
"2801","1.99","C"
"2802","1.559","C"
"2803","2.299","C"
"2804","1.843","C"
"2805","1.599","C"
"2806","2.147","C"
"2807","2.33","C"
"2808","1.527","C"
"2809","1.185","C"
"2810","2.313","C"
"2811","1.973","C"
"2812","1.858","C"
"2813","2.335","C"
"2814","1.616","C"
"2815","1.841","C"
"2816","1.086","C"
"2817","2.342","C"
"2818","1.394","C"
"2819","1.599","C"
"2820","1.409","C"
"2821","1.55","C"
"2822","1.815","C"
"2823","2.34","C"
"2824","1.009","C"
"2825","1.719","C"
"2826","1.777","C"
"2827","2.202","C"
"2828","1.74","C"
"2829","0.892","C"
"2830","1.705","C"
"2831","1.783","C"
"2832","1.267","C"
"2833","2.159","C"
"2834","1.492","C"
"2835","2.343","C"
"2836","2.057","C"
"2837","1.25","C"
"2838","1.751","C"
"2839","2.225","C"
"2840","2.657","C"
"2841","1.849","C"
"2842","2.048","C"
"2843","1.832","C"
"2844","1.082","C"
"2845","1.966","C"
"2846","1.454","C"
"2847","1.443","C"
"2848","1.714","C"
"2849","1.892","C"
"2850","2.311","C"
"2851","1.869","C"
"2852","2.538","C"
"2853","1.829","C"
"2854","1.907","C"
"2855","1.347","C"
"2856","2.358","C"
"2857","2.432","C"
"2858","1.814","C"
"2859","1.199","C"
"2860","1.436","C"
"2861","2.202","C"
"2862","1.883","C"
"2863","1.047","C"
"2864","1.096","C"
"2865","1.651","C"
"2866","2.218","C"
"2867","1.812","C"
"2868","1.799","C"
"2869","1.519","C"
"2870","2.037","C"
"2871","1.817","C"
"2872","1.405","C"
"2873","1.943","C"
"2874","1.995","C"
"2875","1.14","C"
"2876","1.351","C"
"2877","2.135","C"
"2878","1.69","C"
"2879","1.528","C"
"2880","1.411","C"
"2881","2.314","C"
"2882","1.578","C"
"2883","1.364","C"
"2884","1.709","C"
"2885","1.628","C"
"2886","1.572","C"
"2887","1.034","C"
"2888","1.905","C"
"2889","2.221","C"
"2890","1.476","C"
"2891","2.117","C"
"2892","1.89","C"
"2893","2.648","C"
"2894","1.777","C"
"2895","1.814","C"
"2896","1.941","C"
"2897","1.135","C"
"2898","1.549","C"
"2899","1.306","C"
"2900","1.415","C"
"2901","1.889","C"
"2902","2.049","C"
"2903","1.049","C"
"2904","2.153","C"
"2905","2.088","C"
"2906","1.525","C"
"2907","1.896","C"
"2908","1.778","C"
"2909","2.135","C"
"2910","2.379","C"
"2911","1.955","C"
"2912","0.741","C"
"2913","1.206","C"
"2914","1.873","C"
"2915","1.669","C"
"2916","1.415","C"
"2917","1.699","C"
"2918","1.95","C"
"2919","0.92","C"
"2920","0.936","C"
"2921","2.307","C"
"2922","2.038","C"
"2923","1.947","C"
"2924","2.132","C"
"2925","1.342","C"
"2926","1.98","C"
"2927","1.233","C"
"2928","1.76","C"
"2929","1.438","C"
"2930","1.097","C"
"2931","1.595","C"
"2932","1.517","C"
"2933","2.312","C"
"2934","1.562","C"
"2935","1.82","C"
"2936","1.986","C"
"2937","2.167","C"
"2938","1.486","C"
"2939","1.814","C"
"2940","2.043","C"
"2941","1.118","C"
"2942","2.143","C"
"2943","1.906","C"
"2944","1.858","C"
"2945","1.359","C"
"2946","2.375","C"
"2947","1.671","C"
"2948","1.79","C"
"2949","1.99","C"
"2950","1.801","C"
"2951","1.27","C"
"2952","1.195","C"
"2953","2.346","C"
"2954","1.598","C"
"2955","1.365","C"
"2956","1.488","C"
"2957","2.091","C"
"2958","1.764","C"
"2959","0.939","C"
"2960","1.978","C"
"2961","1.13","C"
"2962","1.696","C"
"2963","1.249","C"
"2964","1.814","C"
"2965","1.519","C"
"2966","1.15","C"
"2967","1.655","C"
"2968","1.415","C"
"2969","1.912","C"
"2970","1.49","C"
"2971","1.341","C"
"2972","1.494","C"
"2973","1.446","C"
"2974","1.857","C"
"2975","2.085","C"
"2976","1.974","C"
"2977","1.49","C"
"2978","1.471","C"
"2979","2.064","C"
"2980","1.673","C"
"2981","1.488","C"
"2982","1.32","C"
"2983","1.619","C"
"2984","1.773","C"
"2985","1.523","C"
"2986","1.839","C"
"2987","1.415","C"
"2988","2.292","C"
"2989","0.981","C"
"2990","1.415","C"
"2991","1.1","C"
"2992","2.078","C"
"2993","1.575","C"
"2994","1.132","C"
"2995","1.645","C"
"2996","2.195","C"
"2997","1.19","C"
"2998","1.546","C"
"2999","1.336","C"
"3000","1.82","C"
"3001","1.041","D"
"3002","1.448","D"
"3003","1.461","D"
"3004","0.772","D"
"3005","1.418","D"
"3006","1.493","D"
"3007","1.501","D"
"3008","1.543","D"
"3009","0.918","D"
"3010","1.435","D"
"3011","1.827","D"
"3012","1.744","D"
"3013","1.241","D"
"3014","1.679","D"
"3015","1.024","D"
"3016","1.554","D"
"3017","1.421","D"
"3018","1.779","D"
"3019","1.527","D"
"3020","1.489","D"
"3021","1.464","D"
"3022","1.411","D"
"3023","1.667","D"
"3024","1.285","D"
"3025","1.11","D"
"3026","1.659","D"
"3027","1.308","D"
"3028","1.348","D"
"3029","1.449","D"
"3030","1.831","D"
"3031","1.803","D"
"3032","1.438","D"
"3033","1.719","D"
"3034","1.701","D"
"3035","1.446","D"
"3036","0.945","D"
"3037","1.75","D"
"3038","1.567","D"
"3039","1.541","D"
"3040","1.675","D"
"3041","1.205","D"
"3042","1.995","D"
"3043","0.807","D"
"3044","1.577","D"
"3045","1.27","D"
"3046","0.63","D"
"3047","1.28","D"
"3048","1.73","D"
"3049","1.42","D"
"3050","2.084","D"
"3051","1.598","D"
"3052","1.324","D"
"3053","1.392","D"
"3054","1.432","D"
"3055","1.011","D"
"3056","1.083","D"
"3057","1.68","D"
"3058","1.07","D"
"3059","1.588","D"
"3060","1.535","D"
"3061","1.121","D"
"3062","2.127","D"
"3063","1.096","D"
"3064","1.479","D"
"3065","1.419","D"
"3066","1.538","D"
"3067","1.41","D"
"3068","1.244","D"
"3069","1.842","D"
"3070","1.473","D"
"3071","1.592","D"
"3072","1.675","D"
"3073","0.783","D"
"3074","1.731","D"
"3075","1.576","D"
"3076","0.757","D"
"3077","1.79","D"
"3078","1.438","D"
"3079","1.769","D"
"3080","1.481","D"
"3081","1.646","D"
"3082","1.249","D"
"3083","1.465","D"
"3084","1.674","D"
"3085","1.238","D"
"3086","1.271","D"
"3087","1.338","D"
"3088","1.496","D"
"3089","1.271","D"
"3090","1.21","D"
"3091","1.54","D"
"3092","1.124","D"
"3093","1.459","D"
"3094","1.44","D"
"3095","1.622","D"
"3096","1.655","D"
"3097","1.42","D"
"3098","1.742","D"
"3099","1.794","D"
"3100","1.378","D"
"3101","1.427","D"
"3102","1.164","D"
"3103","1.698","D"
"3104","1.137","D"
"3105","1.019","D"
"3106","1.758","D"
"3107","1.438","D"
"3108","1.761","D"
"3109","1.111","D"
"3110","1.067","D"
"3111","1.641","D"
"3112","1.787","D"
"3113","1.237","D"
"3114","1.502","D"
"3115","1.344","D"
"3116","1.673","D"
"3117","2.34","D"
"3118","1.442","D"
"3119","2.047","D"
"3120","1.62","D"
"3121","1.869","D"
"3122","1.671","D"
"3123","1.193","D"
"3124","1.516","D"
"3125","1.538","D"
"3126","1.486","D"
"3127","1.603","D"
"3128","1.789","D"
"3129","1.504","D"
"3130","1.326","D"
"3131","1.444","D"
"3132","1.841","D"
"3133","1.385","D"
"3134","1.641","D"
"3135","1.414","D"
"3136","1.858","D"
"3137","1.191","D"
"3138","1.214","D"
"3139","0.968","D"
"3140","1.402","D"
"3141","1.286","D"
"3142","1.402","D"
"3143","1.657","D"
"3144","1.617","D"
"3145","1.689","D"
"3146","1.739","D"
"3147","1.567","D"
"3148","1.355","D"
"3149","1.255","D"
"3150","1.367","D"
"3151","1.424","D"
"3152","1.593","D"
"3153","1.479","D"
"3154","1.847","D"
"3155","1.605","D"
"3156","1.103","D"
"3157","1.307","D"
"3158","1.839","D"
"3159","1.083","D"
"3160","1.503","D"
"3161","0.982","D"
"3162","2.007","D"
"3163","1.104","D"
"3164","1.632","D"
"3165","1.633","D"
"3166","1.423","D"
"3167","1.409","D"
"3168","1.279","D"
"3169","1.562","D"
"3170","1.848","D"
"3171","1.362","D"
"3172","1.582","D"
"3173","1.713","D"
"3174","1.517","D"
"3175","1.343","D"
"3176","2.207","D"
"3177","1.553","D"
"3178","1.372","D"
"3179","1.456","D"
"3180","1.833","D"
"3181","1.323","D"
"3182","1.076","D"
"3183","1.563","D"
"3184","1.098","D"
"3185","1.367","D"
"3186","1.467","D"
"3187","1.573","D"
"3188","0.948","D"
"3189","1.434","D"
"3190","1.887","D"
"3191","1.275","D"
"3192","1.69","D"
"3193","0.987","D"
"3194","1.238","D"
"3195","1.506","D"
"3196","1.571","D"
"3197","1.386","D"
"3198","1.814","D"
"3199","1.536","D"
"3200","1.584","D"
"3201","2.038","D"
"3202","1.842","D"
"3203","1.405","D"
"3204","1.565","D"
"3205","2.146","D"
"3206","1.322","D"
"3207","1.321","D"
"3208","1.596","D"
"3209","1.965","D"
"3210","1.706","D"
"3211","1.692","D"
"3212","1.75","D"
"3213","1.969","D"
"3214","1.263","D"
"3215","1.901","D"
"3216","1.602","D"
"3217","1.344","D"
"3218","1.689","D"
"3219","1.474","D"
"3220","1.823","D"
"3221","1.438","D"
"3222","1.91","D"
"3223","1.385","D"
"3224","1.443","D"
"3225","1.622","D"
"3226","1.331","D"
"3227","1.427","D"
"3228","1.212","D"
"3229","1.368","D"
"3230","1.554","D"
"3231","1.422","D"
"3232","1.39","D"
"3233","1.45","D"
"3234","1.606","D"
"3235","0.979","D"
"3236","1.569","D"
"3237","0.818","D"
"3238","1.591","D"
"3239","1.376","D"
"3240","1.388","D"
"3241","1.604","D"
"3242","1.881","D"
"3243","1.431","D"
"3244","1.629","D"
"3245","1.183","D"
"3246","1.834","D"
"3247","1.673","D"
"3248","0.973","D"
"3249","1.515","D"
"3250","1.877","D"
"3251","1.388","D"
"3252","1.401","D"
"3253","1.256","D"
"3254","1.514","D"
"3255","1.456","D"
"3256","1.405","D"
"3257","1.795","D"
"3258","1.22","D"
"3259","1.344","D"
"3260","1.502","D"
"3261","2.145","D"
"3262","1.443","D"
"3263","1.797","D"
"3264","1.526","D"
"3265","1.459","D"
"3266","1.293","D"
"3267","1.273","D"
"3268","1.929","D"
"3269","1.562","D"
"3270","1.71","D"
"3271","1.691","D"
"3272","1.056","D"
"3273","1.378","D"
"3274","1.829","D"
"3275","1.218","D"
"3276","0.886","D"
"3277","1.239","D"
"3278","1.684","D"
"3279","1.261","D"
"3280","1.718","D"
"3281","1.546","D"
"3282","1.917","D"
"3283","1.918","D"
"3284","1.513","D"
"3285","1.945","D"
"3286","1.842","D"
"3287","1.381","D"
"3288","1.623","D"
"3289","1.217","D"
"3290","1.326","D"
"3291","1.558","D"
"3292","1.473","D"
"3293","0.977","D"
"3294","1.286","D"
"3295","1.739","D"
"3296","1.485","D"
"3297","1.368","D"
"3298","1.353","D"
"3299","1.63","D"
"3300","1.668","D"
"3301","1.732","D"
"3302","1.437","D"
"3303","1.317","D"
"3304","1.16","D"
"3305","1.231","D"
"3306","2.085","D"
"3307","1.594","D"
"3308","1.707","D"
"3309","1.448","D"
"3310","1.37","D"
"3311","1.382","D"
"3312","1.005","D"
"3313","1.243","D"
"3314","1.657","D"
"3315","1.82","D"
"3316","1.685","D"
"3317","1.965","D"
"3318","1.295","D"
"3319","1.219","D"
"3320","1.502","D"
"3321","1.106","D"
"3322","1.623","D"
"3323","1.317","D"
"3324","1.108","D"
"3325","1.374","D"
"3326","1.354","D"
"3327","1.107","D"
"3328","1.731","D"
"3329","1.704","D"
"3330","1.926","D"
"3331","1.671","D"
"3332","1.597","D"
"3333","1.638","D"
"3334","1.291","D"
"3335","1.081","D"
"3336","1.82","D"
"3337","0.849","D"
"3338","1.367","D"
"3339","1.508","D"
"3340","1.718","D"
"3341","1.213","D"
"3342","1.415","D"
"3343","1.106","D"
"3344","1.207","D"
"3345","1.262","D"
"3346","1.635","D"
"3347","2.025","D"
"3348","2.082","D"
"3349","1.546","D"
"3350","1.989","D"
"3351","1.135","D"
"3352","2.006","D"
"3353","1.049","D"
"3354","1.166","D"
"3355","1.534","D"
"3356","1.277","D"
"3357","1.226","D"
"3358","1.472","D"
"3359","1.553","D"
"3360","1.766","D"
"3361","1.049","D"
"3362","1.263","D"
"3363","1.049","D"
"3364","1.594","D"
"3365","1.164","D"
"3366","1.363","D"
"3367","1.158","D"
"3368","1.298","D"
"3369","1.569","D"
"3370","1.776","D"
"3371","1.731","D"
"3372","1.659","D"
"3373","1.777","D"
"3374","1.527","D"
"3375","1.782","D"
"3376","1.369","D"
"3377","1.44","D"
"3378","1.688","D"
"3379","1.448","D"
"3380","1.257","D"
"3381","1.88","D"
"3382","1.68","D"
"3383","1.265","D"
"3384","1.354","D"
"3385","1.557","D"
"3386","1.932","D"
"3387","1.851","D"
"3388","2.121","D"
"3389","1.841","D"
"3390","1.34","D"
"3391","1.718","D"
"3392","1.319","D"
"3393","1.002","D"
"3394","1.96","D"
"3395","1.105","D"
"3396","1.403","D"
"3397","1.706","D"
"3398","1.871","D"
"3399","1.669","D"
"3400","1.763","D"
"3401","1.245","D"
"3402","0.944","D"
"3403","1.925","D"
"3404","1.667","D"
"3405","1.081","D"
"3406","1.556","D"
"3407","1.407","D"
"3408","1.492","D"
"3409","1.277","D"
"3410","1.913","D"
"3411","1.487","D"
"3412","1.434","D"
"3413","2.025","D"
"3414","1.279","D"
"3415","1.643","D"
"3416","1.294","D"
"3417","1.74","D"
"3418","1.45","D"
"3419","1.944","D"
"3420","1.9","D"
"3421","1.606","D"
"3422","1.84","D"
"3423","1.747","D"
"3424","1.517","D"
"3425","2.078","D"
"3426","1.084","D"
"3427","1.725","D"
"3428","1.023","D"
"3429","1.898","D"
"3430","1.306","D"
"3431","2.005","D"
"3432","1.328","D"
"3433","1.646","D"
"3434","1.909","D"
"3435","1.448","D"
"3436","1.483","D"
"3437","1.743","D"
"3438","1.656","D"
"3439","1.635","D"
"3440","0.997","D"
"3441","1.744","D"
"3442","1.849","D"
"3443","1.432","D"
"3444","1.719","D"
"3445","1.396","D"
"3446","1.709","D"
"3447","1.25","D"
"3448","0.925","D"
"3449","1.558","D"
"3450","1.522","D"
"3451","1.676","D"
"3452","1.967","D"
"3453","1.352","D"
"3454","2.37","D"
"3455","1.618","D"
"3456","1.503","D"
"3457","1.627","D"
"3458","1.206","D"
"3459","1.59","D"
"3460","1.102","D"
"3461","1.48","D"
"3462","1.349","D"
"3463","1.143","D"
"3464","1.355","D"
"3465","1.695","D"
"3466","1.631","D"
"3467","1.089","D"
"3468","2.043","D"
"3469","1.671","D"
"3470","1.292","D"
"3471","1.822","D"
"3472","1.389","D"
"3473","1.793","D"
"3474","1.253","D"
"3475","1.66","D"
"3476","1.196","D"
"3477","0.931","D"
"3478","1.334","D"
"3479","1.573","D"
"3480","1.615","D"
"3481","1.318","D"
"3482","1.78","D"
"3483","1.179","D"
"3484","1.402","D"
"3485","1.376","D"
"3486","1.519","D"
"3487","1.605","D"
"3488","1.299","D"
"3489","1.481","D"
"3490","1.201","D"
"3491","1.746","D"
"3492","1.272","D"
"3493","1.805","D"
"3494","1.357","D"
"3495","1.17","D"
"3496","1.584","D"
"3497","1.855","D"
"3498","1.622","D"
"3499","1.298","D"
"3500","1.854","D"
"3501","1.838","D"
"3502","1.559","D"
"3503","1.514","D"
"3504","1.848","D"
"3505","1.6","D"
"3506","1.397","D"
"3507","1.559","D"
"3508","1.71","D"
"3509","1.819","D"
"3510","1.862","D"
"3511","1.818","D"
"3512","1.585","D"
"3513","0.914","D"
"3514","1.299","D"
"3515","1.16","D"
"3516","1.869","D"
"3517","1.733","D"
"3518","1.314","D"
"3519","1.786","D"
"3520","0.956","D"
"3521","1.867","D"
"3522","1.417","D"
"3523","0.985","D"
"3524","1.448","D"
"3525","1.798","D"
"3526","1.174","D"
"3527","1.588","D"
"3528","1.458","D"
"3529","1.596","D"
"3530","1.145","D"
"3531","1.651","D"
"3532","1.608","D"
"3533","1.649","D"
"3534","1.122","D"
"3535","1.505","D"
"3536","1.806","D"
"3537","1.521","D"
"3538","1.984","D"
"3539","1.206","D"
"3540","1.524","D"
"3541","1.629","D"
"3542","1.017","D"
"3543","1.684","D"
"3544","2.677","D"
"3545","1.675","D"
"3546","1.403","D"
"3547","1.142","D"
"3548","1.64","D"
"3549","1.346","D"
"3550","1.437","D"
"3551","1.809","D"
"3552","1.449","D"
"3553","1.458","D"
"3554","1.274","D"
"3555","1.344","D"
"3556","1.425","D"
"3557","1.319","D"
"3558","1.708","D"
"3559","1.827","D"
"3560","2.026","D"
"3561","1.372","D"
"3562","1.614","D"
"3563","1.119","D"
"3564","1.734","D"
"3565","1.892","D"
"3566","1.845","D"
"3567","1.48","D"
"3568","1.192","D"
"3569","1.741","D"
"3570","1.43","D"
"3571","1.492","D"
"3572","2.073","D"
"3573","1.113","D"
"3574","1.468","D"
"3575","1.511","D"
"3576","1.782","D"
"3577","1.131","D"
"3578","1.44","D"
"3579","1.336","D"
"3580","1.258","D"
"3581","1.749","D"
"3582","1.486","D"
"3583","1.655","D"
"3584","1.054","D"
"3585","1.637","D"
"3586","1.19","D"
"3587","1.717","D"
"3588","0.942","D"
"3589","1.191","D"
"3590","1.312","D"
"3591","1.457","D"
"3592","1.489","D"
"3593","1.531","D"
"3594","1.117","D"
"3595","1.487","D"
"3596","1.668","D"
"3597","1.298","D"
"3598","1.615","D"
"3599","1.338","D"
"3600","1.672","D"
"3601","2.109","D"
"3602","1.247","D"
"3603","2.1","D"
"3604","1.903","D"
"3605","1.319","D"
"3606","1.326","D"
"3607","1.49","D"
"3608","1.988","D"
"3609","0.918","D"
"3610","1.434","D"
"3611","1.744","D"
"3612","2.06","D"
"3613","1.797","D"
"3614","1.376","D"
"3615","1.166","D"
"3616","1.654","D"
"3617","0.938","D"
"3618","1.539","D"
"3619","1.876","D"
"3620","1.787","D"
"3621","1.811","D"
"3622","1.632","D"
"3623","1.521","D"
"3624","1.736","D"
"3625","1.406","D"
"3626","1.69","D"
"3627","1.448","D"
"3628","1.589","D"
"3629","0.988","D"
"3630","1.521","D"
"3631","1.812","D"
"3632","1.875","D"
"3633","1.124","D"
"3634","1.625","D"
"3635","1.309","D"
"3636","1.406","D"
"3637","1.604","D"
"3638","1.935","D"
"3639","1.643","D"
"3640","1.786","D"
"3641","1.468","D"
"3642","1.079","D"
"3643","1.653","D"
"3644","1.362","D"
"3645","1.384","D"
"3646","1.369","D"
"3647","1.945","D"
"3648","1.977","D"
"3649","1.86","D"
"3650","1.783","D"
"3651","1.489","D"
"3652","1.632","D"
"3653","1.824","D"
"3654","1.067","D"
"3655","1.032","D"
"3656","1.833","D"
"3657","1.992","D"
"3658","1.082","D"
"3659","1.259","D"
"3660","1.037","D"
"3661","1.579","D"
"3662","1.439","D"
"3663","1.443","D"
"3664","1.273","D"
"3665","1.26","D"
"3666","1.522","D"
"3667","1.607","D"
"3668","1.519","D"
"3669","1.575","D"
"3670","1.651","D"
"3671","1.958","D"
"3672","1.542","D"
"3673","1.51","D"
"3674","1.953","D"
"3675","1.742","D"
"3676","1.446","D"
"3677","1.362","D"
"3678","1.663","D"
"3679","1.46","D"
"3680","1.501","D"
"3681","1.819","D"
"3682","1.218","D"
"3683","1.536","D"
"3684","1.408","D"
"3685","1.268","D"
"3686","1.134","D"
"3687","1.517","D"
"3688","1.476","D"
"3689","1.579","D"
"3690","1.729","D"
"3691","0.932","D"
"3692","1.782","D"
"3693","1.965","D"
"3694","1.934","D"
"3695","1.891","D"
"3696","1.758","D"
"3697","1.42","D"
"3698","1.384","D"
"3699","1.836","D"
"3700","1.71","D"
"3701","1.54","D"
"3702","1.107","D"
"3703","1.92","D"
"3704","1.682","D"
"3705","1.515","D"
"3706","1.721","D"
"3707","1.601","D"
"3708","1.245","D"
"3709","1.695","D"
"3710","1.855","D"
"3711","1.36","D"
"3712","1.581","D"
"3713","1.615","D"
"3714","1.836","D"
"3715","1.43","D"
"3716","1.643","D"
"3717","1.608","D"
"3718","1.374","D"
"3719","1.323","D"
"3720","1.277","D"
"3721","1.705","D"
"3722","1.56","D"
"3723","1.365","D"
"3724","1.863","D"
"3725","1.435","D"
"3726","0.961","D"
"3727","1.456","D"
"3728","1.37","D"
"3729","1.832","D"
"3730","1.994","D"
"3731","1.514","D"
"3732","0.988","D"
"3733","1.026","D"
"3734","1.762","D"
"3735","1.262","D"
"3736","1.181","D"
"3737","1.2","D"
"3738","1.816","D"
"3739","1.255","D"
"3740","1.134","D"
"3741","1.446","D"
"3742","1.011","D"
"3743","1.694","D"
"3744","1.434","D"
"3745","1.279","D"
"3746","1.43","D"
"3747","1.685","D"
"3748","1.943","D"
"3749","1.448","D"
"3750","1.548","D"
"3751","1.744","D"
"3752","1.516","D"
"3753","1.619","D"
"3754","1.66","D"
"3755","1.313","D"
"3756","1.203","D"
"3757","1.262","D"
"3758","1.735","D"
"3759","1.817","D"
"3760","1.096","D"
"3761","1.457","D"
"3762","1.313","D"
"3763","1.461","D"
"3764","1.605","D"
"3765","1.912","D"
"3766","1.286","D"
"3767","1.501","D"
"3768","1.534","D"
"3769","1.222","D"
"3770","1.72","D"
"3771","1.569","D"
"3772","1.392","D"
"3773","1.262","D"
"3774","1.628","D"
"3775","0.812","D"
"3776","1.472","D"
"3777","1.293","D"
"3778","1.594","D"
"3779","1.666","D"
"3780","2.049","D"
"3781","1.725","D"
"3782","1.71","D"
"3783","1.619","D"
"3784","1.917","D"
"3785","0.95","D"
"3786","1.694","D"
"3787","1.528","D"
"3788","1.148","D"
"3789","1.522","D"
"3790","1.174","D"
"3791","1.51","D"
"3792","2.13","D"
"3793","1.048","D"
"3794","1.218","D"
"3795","1.68","D"
"3796","1.26","D"
"3797","1.088","D"
"3798","1.219","D"
"3799","1.527","D"
"3800","1.041","D"
"3801","1.557","D"
"3802","1.754","D"
"3803","1.291","D"
"3804","1.849","D"
"3805","1.275","D"
"3806","1.623","D"
"3807","1.711","D"
"3808","1.25","D"
"3809","1.865","D"
"3810","2.18","D"
"3811","1.466","D"
"3812","1.693","D"
"3813","1.502","D"
"3814","1.468","D"
"3815","1.378","D"
"3816","1.509","D"
"3817","1.759","D"
"3818","1.256","D"
"3819","1.464","D"
"3820","1.365","D"
"3821","1.542","D"
"3822","1.507","D"
"3823","1.257","D"
"3824","1.775","D"
"3825","1.55","D"
"3826","1.651","D"
"3827","1.649","D"
"3828","1.371","D"
"3829","1.453","D"
"3830","1.517","D"
"3831","1.7","D"
"3832","1.181","D"
"3833","1.495","D"
"3834","1.318","D"
"3835","1.559","D"
"3836","1.549","D"
"3837","1.508","D"
"3838","1.739","D"
"3839","1.658","D"
"3840","1.313","D"
"3841","1.11","D"
"3842","1.096","D"
"3843","1.82","D"
"3844","1.387","D"
"3845","1.289","D"
"3846","1.474","D"
"3847","2.119","D"
"3848","0.974","D"
"3849","1.49","D"
"3850","1.912","D"
"3851","1.868","D"
"3852","1.139","D"
"3853","1.35","D"
"3854","1.641","D"
"3855","1.15","D"
"3856","1.898","D"
"3857","2.005","D"
"3858","2.006","D"
"3859","1.751","D"
"3860","2.23","D"
"3861","1.598","D"
"3862","1.626","D"
"3863","0.826","D"
"3864","1.817","D"
"3865","1.281","D"
"3866","1.706","D"
"3867","1.853","D"
"3868","1.469","D"
"3869","1.042","D"
"3870","2.057","D"
"3871","1.119","D"
"3872","1.734","D"
"3873","1.643","D"
"3874","1.371","D"
"3875","1.451","D"
"3876","1.042","D"
"3877","1.069","D"
"3878","1.301","D"
"3879","1.708","D"
"3880","1.625","D"
"3881","1.435","D"
"3882","1.457","D"
"3883","1.525","D"
"3884","1.543","D"
"3885","1.461","D"
"3886","1.499","D"
"3887","1.615","D"
"3888","2.017","D"
"3889","1.569","D"
"3890","1.133","D"
"3891","1.226","D"
"3892","1.122","D"
"3893","1.656","D"
"3894","1.819","D"
"3895","1.772","D"
"3896","1.374","D"
"3897","1.919","D"
"3898","1.605","D"
"3899","1.125","D"
"3900","2.048","D"
"3901","1.522","D"
"3902","1.478","D"
"3903","1.566","D"
"3904","1.777","D"
